The early life of a fly glial cell,26224590,10.1002/wdev.200,"Throughout evolution, glia have key regulatory roles in neural development and function. Typically, they control the response to developmental and/or pathological signals, thereby affecting neural proliferation, remodeling, survival, and regeneration. Such complex biology depends on the plastic features of glial cells, but also on the presence of different classes of glial cells, hence the importance of understanding the cellular and the molecular mechanisms underlying their development. The fly community has made major breakthroughs by characterizing the bases of gliogenesis and here we describe the glial lineages as well as the glial promoting factor active in the embryo of Drosophila melanogaster. WIREs Dev Biol 2016, 5:67-84. doi: 10.1002/wdev.200 For further resources related to this article, please visit the WIREs website.",2016,"Benjamin Altenhein, Pierre B Cattenoz, Angela Giangrande, Benjamin Altenhein, Pierre B Cattenoz, Angela Giangrande"
Cyclic AMP Mimics the Anti-ageing Effects of Calorie Restriction by Up-Regulating Sirtuin,26153625,10.1038/srep12012,"Cyclic adenosine monophosphate (cAMP) plays an important role in many biological processes as a second messenger, and cAMP treatment has been reported to extend the lifespan of wild-type Drosophila melanogaster. Our study showed that exogenous cAMP improved ageing-related phenotypes by increasing the protein level of Sirtuins, which prevented metabolic disorders to mimic the effect of calorie restriction. Experiments in vitro showed that cAMP directly bound to SIRT1 and SIRT3 and consequently increased their activity. These findings suggest that cAMP slows the ageing process and is a good candidate to mimic calorie restriction. Our research provides a promising therapeutic strategy to target metabolic disorder-induced ageing-related diseases.",2015,"Zhuoran Wang, Lu Zhang, Yaru Liang, Chi Zhang, Zhiyu Xu, Lang Zhang, Ryosuke Fuji, Wei Mu, Liyuan Li, Junjun Jiang, Yong Ju, Zhao Wang, Zhuoran Wang, Lu Zhang, Yaru Liang, Chi Zhang, Zhiyu Xu, Lang Zhang, Ryosuke Fuji, Wei Mu, Liyuan Li, Junjun Jiang, Yong Ju, Zhao Wang"
Stimulation of electron transport as potential novel therapy in Parkinson's disease with mitochondrial dysfunction,25849929,10.1042/BST20140325,"Parkinson's disease (PD) is a neurodegenerative motor disorder characterized by the loss of dopaminergic neurons. This loss of dopaminergic neurons is the pathological hallmark of the disease that results in the characteristic motor syndrome. Restoration of dopamine levels is the basis of current therapy; however, this does not tackle the cause of the disease. While the aetiology of PD remains mostly elusive, mitochondrial dysfunction has been linked to (at least) part of the PD cases. In this review we discuss recent findings in Drosophila melanogaster showing that stimulation of the electron transport chain is beneficial for PD fly models showing Complex I defects and discuss the possible clinical applications of these findings.",2015,"Melissa Vos, Patrik Verstreken, Christine Klein, Melissa Vos, Patrik Verstreken, Christine Klein"
Insect endosymbiont proliferation is limited by lipid availability,25027439,10.7554/eLife.02964,"Spiroplasma poulsonii is a maternally transmitted bacterial endosymbiont that is naturally associated with Drosophila melanogaster. S. poulsonii resides extracellularly in the hemolymph, where it must acquire metabolites to sustain proliferation. In this study, we find that Spiroplasma proliferation specifically depletes host hemolymph diacylglyceride, the major lipid class transported by the lipoprotein, Lpp. RNAi-mediated knockdown of Lpp expression, which reduces the amount of circulating lipids, inhibits Spiroplasma proliferation demonstrating that bacterial proliferation requires hemolymph-lipids. Altogether, our study shows that an insect endosymbiont acquires specific lipidic metabolites from the transport lipoproteins in the hemolymph of its host. In addition, we show that the proliferation of this endosymbiont is limited by the availability of hemolymph lipids. This feature could limit endosymbiont over-proliferation under conditions of host nutrient limitation as lipid availability is strongly influenced by the nutritional state.",2014,"Jeremy K Herren, Juan C Paredes, Fanny Schüpfer, Karim Arafah, Philippe Bulet, Bruno Lemaitre, Jeremy K Herren, Juan C Paredes, Fanny Schüpfer, Karim Arafah, Philippe Bulet, Bruno Lemaitre"
Nonmammalian model systems to investigate fungal biofilms,24664832,10.1007/978-1-4939-0467-9_11,"Medical advances have resulted in an increase in the number of patients in immunocompromised states, vulnerable to infection, or individuals fitted with medical devices that form niches for microbial infections. These infections are difficult to treat and have significant morbidity and mortality rates. An important factor in the pathogenesis of fungal diseases is the development of biofilm-forming communities, enabling the invasion of host tissues and resistance to antimicrobial compounds. To investigate the genetic requirements for filamentation and seek compounds that inhibit the process, invertebrate hosts are employed as models of in vivo infection. The purpose of our review is to highlight methods that can be utilized to investigate fungal filamentation, an important step in the development of biofilms, in the invertebrate hosts Galleria mellonella, Caenorhabditis elegans, and Drosophila melanogaster.",2014,"Marios Arvanitis, Beth Burgwyn Fuchs, Eleftherios Mylonakis, Marios Arvanitis, Beth Burgwyn Fuchs, Eleftherios Mylonakis"
Shaping the nervous system: role of the core planar cell polarity genes,23839596,10.1038/nrn3525,"Planar cell polarity (PCP) is complementary to the intrinsic polarization of single cells and refers to the global coordination of cell behaviour in the plane of a tissue and, by extension, to the signalling pathways that control it. PCP is most evident in cell sheets, and research into PCP was for years confined to studies in Drosophila melanogaster. However, PCP has more recently emerged as an important phenomenon in vertebrates, in which it regulates various developmental processes and is associated with multiple disorders. In particular, core PCP genes are crucial for the development and function of the nervous system. They are involved in neural tube closure, ependymal polarity, neuronal migration, dendritic growth and axon guidance.",2013,"Fadel Tissir, André M Goffinet, Fadel Tissir, André M Goffinet"
"Novel chlorinated dibenzofurans isolated from the cellular slime mold, Polysphondylium filamentosum, and their biological activities",23746784,10.1016/j.bmc.2013.05.022,"Cellular slime molds are expected to have the huge potential for producing secondary metabolites including polyketides, and we have studied the diversity of secondary metabolites of cellular slime molds for their potential utilization as new biological resources for natural product chemistry. From the methanol extract of fruiting bodies of Polysphondylium filamentosum, we obtained new chlorinated benzofurans Pf-1 (4) and Pf-2 (5) which display multiple biological activities; these include stalk cell differentiation-inducing activity in the well-studied cellular slime mold, Dictyostelium discoideum, and inhibitory activities on cell proliferation in mammalian cells and gene expression in Drosophila melanogaster.",2013,"Haruhisa Kikuchi, Yuzuru Kubohara, Van Hai Nguyen, Yasuhiro Katou, Yoshiteru Oshima, Haruhisa Kikuchi, Yuzuru Kubohara, Van Hai Nguyen, Yasuhiro Katou, Yoshiteru Oshima"
The C8ORF38 homologue Sicily is a cytosolic chaperone for a mitochondrial complex I subunit,23509070,10.1083/jcb.201208033,"Mitochondrial complex I (CI) is an essential component in energy production through oxidative phosphorylation. Most CI subunits are encoded by nuclear genes, translated in the cytoplasm, and imported into mitochondria. Upon entry, they are embedded into the mitochondrial inner membrane. How these membrane-associated proteins cope with the hydrophilic cytoplasmic environment before import is unknown. In a forward genetic screen to identify genes that cause neurodegeneration, we identified sicily, the Drosophila melanogaster homologue of human C8ORF38, the loss of which causes Leigh syndrome. We show that in the cytoplasm, Sicily preprotein interacts with cytosolic Hsp90 to chaperone the CI subunit, ND42, before mitochondrial import. Loss of Sicily leads to loss of CI proteins and preproteins in both mitochondria and cytoplasm, respectively, and causes a CI deficiency and neurodegeneration. Our data indicate that cytosolic chaperones are required for the subcellular transport of ND42.",2013,"Ke Zhang, Zhihong Li, Manish Jaiswal, Vafa Bayat, Bo Xiong, Hector Sandoval, Wu-Lin Charng, Gabriela David, Claire Haueter, Shinya Yamamoto, Brett H Graham, Hugo J Bellen, Ke Zhang, Zhihong Li, Manish Jaiswal, Vafa Bayat, Bo Xiong, Hector Sandoval, Wu-Lin Charng, Gabriela David, Claire Haueter, Shinya Yamamoto, Brett H Graham, Hugo J Bellen"
Interactive exploration of RNA22 microRNA target predictions,23074262,10.1093/bioinformatics/bts615,"MicroRNA (miRNA) target prediction is an important problem. Given an miRNA sequence the task is to determine the identity of the messenger RNAs targeted by it, the locations within them where the interactions happen and the specifics of the formed heteroduplexes. Here, we describe a web-based application, RNA22-GUI, which we have designed and implemented for the interactive exploration and in-context visualization of predictions by RNA22, one of the popular miRNA target prediction algorithms. Central to our design has been the requirement to provide informative and comprehensive visualization that is integrated with interactive search capabilities and permits one to selectively isolate and focus on relevant information that is distilled on-the-fly from a large repository of pre-compiled predictions. RNA22-GUI is currently available for Homo sapiens, Mus musculus, Drosophila melanogaster and Caenorhabditis elegans.",2012,"Phillipe Loher, Isidore Rigoutsos, Phillipe Loher, Isidore Rigoutsos"
Genetics of germ cell development,23044825,10.1038/nrg3294,"The germ line represents a continuous cellular link between generations and between species, but the germ cells themselves develop in a specialized, organism-specific context. The model organisms Caenorhabditis elegans, Drosophila melanogaster and the mouse display striking similarities, as well as major differences, in the means by which they control germ cell development. Recent developments in genetic technologies allow a more detailed comparison of the germ cells of these three organisms than has previously been possible, shedding light not only on universal aspects of germline regulation, but also on the control of the pluripotent state in vivo and on the earliest steps of embryogenesis. Here, we highlight themes from the comparison of these three alternative strategies for navigating the fundamental cycle of sexual reproduction.",2012,"Bluma J Lesch, David C Page, Bluma J Lesch, David C Page"
Degree of adaptive male mate choice is positively correlated with female quality variance,22685628,10.1038/srep00447,"When the cost of reproduction for males and variance in female quality are high, males are predicted to show adaptive mate choice. Using Drosophila melanogaster, we test this prediction and show that sperm limited males preferentially mated with young and/or well fed females. The preferred females had higher reproductive output--direct evidence of adaptive precopulatory male mate choice. Our most striking finding is the strong positive correlation between the degree of mating bias showed by the males and the variance in the fitness of the females. We discuss the possible mechanism for such adaptive male mate choice and propose that such choice has important consequences with respect to the existing understanding of the mating system and the evolution of aging.",2012,"Bodhisatta Nandy, Abhilasha Joshi, Zeeshan Syed Ali, Sharmi Sen, Nagraj Guru Prasad, Bodhisatta Nandy, Abhilasha Joshi, Zeeshan Syed Ali, Sharmi Sen, Nagraj Guru Prasad"
Invertebrate models of spinal muscular atrophy: insights into mechanisms and potential therapeutics,22009672,10.1002/bies.201100082,"Invertebrate genetic models with their tractable neuromuscular systems are effective vehicles for the study of human nerve and muscle disorders. This is exemplified by insights made into spinal muscular atrophy (SMA) using the fruit fly Drosophila melanogaster and the nematode worm Caenorhabditis elegans. For speed and economy, these invertebrates offer convenient, whole-organism platforms for genetic screening as well as RNA interference (RNAi) and chemical library screens, permitting the rapid testing of hypotheses related to disease mechanisms and the exploration of new therapeutic routes and drug candidates. Here, we discuss recent developments encompassing synaptic physiology, RNA processing, and screening of compound and genome-scale RNAi libraries, showcasing the importance of invertebrate SMA models.",2011,"Stuart J Grice, James N Sleigh, Ji-Long Liu, David B Sattelle, Stuart J Grice, James N Sleigh, Ji-Long Liu, David B Sattelle"
[The influence of morphogene Wg on the formation of an ectopic eye in Drosophila melanogaster],21954610,,"Due to the ectopic expression of the ey gene in the wing imaginal disc under the action of the 1096-Gal4 driver, a part of the wing disc cells change their fate and become eye cells. Ectopic eyes are induced in definite regions of the wing disc and form a stable pattern on the wing of an adult fly. Here, we have shown that the ectopic expression of Wg inhibits the formation of ectopic eyes, and conversely the expression of Wg is reduced in the sites of ectopic Ey expression. Experiments with overexpression of the vesicular traffic protein H rs capable of inhibiting the Wg signaling agree with the notion on antagonism of Wg and Ey in ectopic eyes. Our results confirm that the processes of formation of normal and ectopic eyes are principally similar with regard to genetic control.",2011,"S A Kopyl, T D Dubatolova, E I Volkova, E V Marilovtseva, L V Omel'ianchuk, S A Kopyl, T D Dubatolova, E I Volkova, E V Marilovtseva, L V Omel'ianchuk"
"Tubby-RFP balancers for developmental analysis: FM7c 2xTb-RFP, CyO 2xTb-RFP, and TM3 2xTb-RFP",21913310,10.1002/dvg.20801,"We report here the construction of Tubby-RFP balancers for the X, 2nd and 3rd chromosomes of Drosophila melanogaster. The insertion of a 2xTb-RFP transgene on the FM7c, CyO, and TM3 balancer chromosomes introduces two easily scorable, dominant, developmental markers. The strong Tb phenotype is visible to the naked eye at the larval L2, L3, and pupal stages. The RFP associated with the cuticle is easily detected at all stages from late embryo to adult with the use of a fluorescence stereomicroscope. The FM7c Bar 2xTb-RFP, CyO Cy 2xTb-RFP, and TM3 Sb 2xTb-RFP balancers will greatly facilitate the analysis of lethals and other developmental mutants in L2/L3 larvae and pupae, but also provide coverage of other stages beginning in late embryogenesis through to the adult.",2012,"Cara Pina, Francesca Pignoni, Cara Pina, Francesca Pignoni"
Experimental evidence supports a sex-specific selective sieve in mitochondrial genome evolution,21566193,10.1126/science.1201157,"Mitochondria are maternally transmitted; hence, their genome can only make a direct and adaptive response to selection through females, whereas males represent an evolutionary dead end. In theory, this creates a sex-specific selective sieve, enabling deleterious mutations to accumulate in mitochondrial genomes if they exert male-specific effects. We tested this hypothesis, expressing five mitochondrial variants alongside a standard nuclear genome in Drosophila melanogaster, and found striking sexual asymmetry in patterns of nuclear gene expression. Mitochondrial polymorphism had few effects on nuclear gene expression in females but major effects in males, modifying nearly 10% of transcripts. These were mostly male-biased in expression, with enrichment hotspots in the testes and accessory glands. Our results suggest an evolutionary mechanism that results in mitochondrial genomes harboring male-specific mutation loads.",2011,"Paolo Innocenti, Edward H Morrow, Damian K Dowling, Paolo Innocenti, Edward H Morrow, Damian K Dowling"
