The microbiota of Drosophila suzukii influences the larval development of Drosophila melanogaster,31763075,10.7717/peerj.8097,"Microorganisms play a central role in the biology of vinegar flies such as Drosophila suzukii and Drosophila melanogaster: serving as a food source to both adults and larvae, and influencing a range of traits including nutrition, behavior, and development. The niches utilized by the fly species partially overlap, as do the microbiota that sustain them, and interactions among these players may drive the development of crop diseases. To learn more about how the microbiota of one species may affect the other, we isolated and identified microbes from field-caught D. suzukii, and then characterized their effects on D. melanogaster larval development time in the laboratory. We found that the D. suzukii microbiota consistently included both yeasts and bacteria. It was dominated by yeasts of the genus Hanseniaspora, and bacteria from the families Acetobacteraceae and Enterobacteriaceae. Raising D. melanogaster under gnotobiotic conditions with each microbial isolate individually, we found that some bacteria promoted larval development relative to axenic conditions, but most did not have a significant effect. In contrast, nearly all the yeasts tested significantly accelerated larval development. The one exception was Starmerella bacillaris, which had the opposite effect: significantly slowing larval developmental rate. We investigated the basis for this effect by examining whether S. bacillaris cells could sustain larval growth, and measuring the survival of S. bacillaris and other yeasts in the larval gut. Our results suggest S. bacillaris is not digested by D. melanogaster and therefore cannot serve as a source of nutrition. These findings have interesting implications for possible interactions between the two Drosophilia species and their microbiota in nature. Overall, we found that microbes isolated from D. suzukii promote D. melanogaster larval development, which is consistent with the model that infestation of fruit by D. suzukii can open up habitat for D. melanogaster. We propose that the microbiome is an important dimension of the ecological interactions between Drosophila species.",2019,"Gabrielle M Solomon, Hiruni Dodangoda, Tylea McCarthy-Walker, Rita Ntim-Gyakari, Peter D Newell"
Evolution of a central neural circuit underlies Drosophila mate preferences,29995860,10.1038/s41586-018-0322-9,"Courtship rituals serve to reinforce reproductive barriers between closely related species. Drosophila melanogaster and Drosophila simulans exhibit reproductive isolation, owing in part to the fact that D. melanogaster females produce 7,11-heptacosadiene, a pheromone that promotes courtship in D. melanogaster males but suppresses courtship in D. simulans males. Here we compare pheromone-processing pathways in D. melanogaster and D. simulans males to define how these sister species endow 7,11-heptacosadiene with the opposite behavioural valence to underlie species discrimination. We show that males of both species detect 7,11-heptacosadiene using homologous peripheral sensory neurons, but this signal is differentially propagated to P1 neurons, which control courtship behaviour. A change in the balance of excitation and inhibition onto courtship-promoting neurons transforms an excitatory pheromonal cue in D. melanogaster into an inhibitory cue in D. simulans. Our results reveal how species-specific pheromone responses can emerge from conservation of peripheral detection mechanisms and diversification of central circuitry, and demonstrate how flexible nodes in neural circuits can contribute to behavioural evolution.",2018,"Laura F Seeholzer, Max Seppo, David L Stern, Vanessa Ruta"
Immunity in Drosophila melanogaster--from microbial recognition to whole-organism physiology,25421701,10.1038/nri3763,"Since the discovery of antimicrobial peptide responses 40 years ago, the fruit fly Drosophila melanogaster has proven to be a powerful model for the study of innate immunity. Early work focused on innate immune mechanisms of microbial recognition and subsequent nuclear factor-κB signal transduction. More recently, D. melanogaster has been used to understand how the immune response is regulated and coordinated at the level of the whole organism. For example, researchers have used this model in studies investigating interactions between the microbiota and the immune system at barrier epithelial surfaces that ensure proper nutritional and immune homeostasis both locally and systemically. In addition, studies in D. melanogaster have been pivotal in uncovering how the immune response is regulated by both endocrine and metabolic signalling systems, and how the immune response modifies these systems as part of a homeostatic circuit. In this Review, we briefly summarize microbial recognition and antiviral immunity in D. melanogaster, and we highlight recent studies that have explored the effects of organism-wide regulation of the immune response and, conversely, the effects of the immune response on organism physiology.",2014,"Nicolas Buchon, Neal Silverman, Sara Cherry"
Carnivory in the larvae of Drosophila melanogaster and other Drosophila species,30341324,10.1038/s41598-018-33906-w,"Drosophila melanogaster is widely used as a model organism for biological investigations, and food is a major aspect of its ecology and evolutionary biology. Previous studies have shown that this insect can use fruits, yeasts and insect carcasses as its food sources. In this study, we demonstrate that this species is an omnivore, that its larvae can exploit not only fruits and yeast but also foods of animal origin (FAOs), and that larvae consume adult carcasses regularly. FAO-fed larvae develop into adulthood within a normal developmental time frame without the help of microbes. Yeast foods are better for Drosophila development than are foods of plant origin (FPOs) or FAO because in yeast foods, more eggs complete their life cycle, and the body size of emerged flies is much greater. Flies can use a mixture of yeast-FAO, which significantly boosts female fertility. Larvae digest FAOs externally. Larval D. virilis, D. hydei, and D. simulans are also omnivorous and demonstrate the same feeding habits as larval D. melanogaster. These findings prompt us to reconsider previous conclusions about the original adaptations of D. melanogaster and other Drosophila species and have direct implications for diet-related studies using Drosophila as a model organism.",2018,Daxiang Yang
Can Drosophila melanogaster tell who's who?,30356241,10.1371/journal.pone.0205043,"Drosophila melanogaster are known to live in a social but cryptic world of touch and odours, but the extent to which they can perceive and integrate static visual information is a hotly debated topic. Some researchers fixate on the limited resolution of D. melanogaster's optics, others on their seemingly identical appearance; yet there is evidence of individual recognition and surprising visual learning in flies. Here, we apply machine learning and show that individual D. melanogaster are visually distinct. We also use the striking similarity of Drosophila's visual system to current convolutional neural networks to theoretically investigate D. melanogaster's capacity for visual understanding. We find that, despite their limited optical resolution, D. melanogaster's neuronal architecture has the capability to extract and encode a rich feature set that allows flies to re-identify individual conspecifics with surprising accuracy. These experiments provide a proof of principle that Drosophila inhabit a much more complex visual world than previously appreciated.",2018,"Jonathan Schneider, Nihal Murali, Graham W Taylor, Joel D Levine"
Wolbachia infections in Drosophila melanogaster and D. simulans: polymorphism and levels of cytoplasmic incompatibility,15088646,10.1023/b:gene.0000017629.31383.8f,"Wolbachia are endosymbiotic bacteria, widespread in terrestrial Arthropods. They are mainly transmitted vertically, from mothers to offspring and induce various alterations of their hosts' sexuality and reproduction, the most commonly reported phenomenon being Cytoplasmic Incompatibility (CI), observed in Drosophila melanogaster and D. simulans. Basically, CI results in a more or less intense embryonic mortality, occurring in crosses between males infected by Wolbachia and uninfected females. In D. simulans, Wolbachia and CI were observed in 1986. Since then, this host species has become a model system for investigating the polymorphism of Wolbachia infections and CI. In this review we describe the different Wolbachia infections currently known to occur in D. melanogaster and D. simulans. The two species are highly contrasting with regard to symbiotic diversity: while five Wolbachia variants have been described in D. simulans natural populations, D. melanogaster seems to harbor one Wolbachia variant only. Another marked difference between these two Drosophila species is their permissiveness with regard to CI, which seems to be fully expressed in D. simulans but partially or totally repressed in D. melanogaster, demonstrating the involvement of host factors in the control of CI levels. The potential of the two host species regarding the understanding of CI and its evolution is also discussed.",2004,"Hervé Merçot, Sylvain Charlat"
Drosophila melanogaster establishes a species-specific mutualistic interaction with stable gut-colonizing bacteria,29975680,10.1371/journal.pbio.2005710,"Animals live together with diverse bacteria that can impact their biology. In Drosophila melanogaster, gut-associated bacterial communities are relatively simple in composition but also have a strong impact on host development and physiology. It is generally assumed that gut bacteria in D. melanogaster are transient and their constant ingestion with food is required to maintain their presence in the gut. Here, we identify bacterial species from wild-caught D. melanogaster that stably associate with the host independently of continuous inoculation. Moreover, we show that specific Acetobacter wild isolates can proliferate in the gut. We further demonstrate that the interaction between D. melanogaster and the wild isolated Acetobacter thailandicus is mutually beneficial and that the stability of the gut association is key to this mutualism. The stable population in the gut of D. melanogaster allows continuous bacterial spreading into the environment, which is advantageous to the bacterium itself. The bacterial dissemination is in turn advantageous to the host because the next generation of flies develops in the presence of this particularly beneficial bacterium. A. thailandicus leads to a faster host development and higher fertility of emerging adults when compared to other bacteria isolated from wild-caught flies. Furthermore, A. thailandicus is sufficient and advantageous when D. melanogaster develops in axenic or freshly collected figs, respectively. This isolate of A. thailandicus colonizes several genotypes of D. melanogaster but not the closely related D. simulans, indicating that the stable association is host specific. This work establishes a new conceptual model to understand D. melanogaster-gut microbiota interactions in an ecological context; stable interactions can be mutualistic through microbial farming, a common strategy in insects. Moreover, these results develop the use of D. melanogaster as a model to study gut microbiota proliferation and colonization.",2018,"Inês S Pais, Rita S Valente, Marta Sporniak, Luis Teixeira"
Pequi enriched diets protect Drosophila melanogaster against paraquat-induced locomotor deficits and oxidative stress,31317820,10.1080/15287394.2019.1642277,"The species Caryocar coriaceum Wittm (C. coriaceum), is popularly employed in northeast of Brazil for culinary purposes and in folk medicine. The oil from its fruit, deignated Pequi, is commonly used to treat inflammatory problems, and its leaves to treat viral infections. However, comprehensive knowledge regarding the pharmacological properties attributed to these plant parts is still scarce. Thus, this study aimed to explore the in vivo antioxidant potential of aqueous extract of the leaves (AEL) and Pequi pulp oil (PPO) on the pro-oxidative effects induced by paraquat (PQ) using Drosophila melanogaster (D. melanogaster) as a model. These flies were fed with either standard or AEL and PPO supplemented diets prior to (pre-treatment for 7 days) or concomitantly (co-treatment for 5 days) with PQ. D. melanogaster administered PQ exhibited locomotor deficits and a higher rate of mortality. PQ induced significant changes in the antioxidant/oxidant status of D. melanogaster, including significant (1) increase in levels of reactive oxygen species (ROS) and lipid peroxidation; (2) elevation in the activity of antioxidant enzymes catalase (CAT) and glutathione-S-transferase (GST) and marked up-regulation in mRNA expression of stress-related genes for CAT, superoxide dismutase (SOD), thioredoxin reductase and Keap-1. Aside for mortality rates, AEL and PPO treatments reduced PQ-induced oxidative stress and motor impairments. No apparent evidence of toxicity was observed in D. melanogaster fed with AEL and PPO alone. Our findings provide evidence that AEL and PPO may confer protection against oxidant conditions by stimulating antioxidant responses.",2019,"Sandra Mara Duavy, Assis Ecker, Gerson Torres Salazar, Julia Loreto, José Galberto Martins Da Costa, Nilda Vargas Barbosa"
Wolbachia transfer from Drosophila melanogaster into D. simulans: Host effect and cytoplasmic incompatibility relationships,9725842,,"Wolbachia are maternally transmitted endocellular bacteria causing a reproductive incompatibility called cytoplasmic incompatibility (CI) in several arthropod species, including Drosophila. CI results in embryonic mortality in incompatible crosses. The only bacterial strain known to infect Drosophila melanogaster (wDm) was transferred from a D. melanogaster isofemale line into uninfected D. simulans isofemale lines by embryo microinjections. Males from the resulting transinfected lines induce >98% embryonic mortality when crossed with uninfected D. simulans females. In contrast, males from the donor D. melanogaster line induce only 18-32% CI on average when crossed with uninfected D. melanogaster females. Transinfected D. simulans lines do not differ from the D. melanogaster donor line in the Wolbachia load found in the embryo or in the total bacterial load of young males. However, >80% of cysts are infected by Wolbachia in the testes of young transinfected males, whereas only 8% of cysts are infected in young males from the D. melanogaster donor isofemale line. This difference might be caused by physiological differences between hosts, but it might also involve tissue-specific control of Wolbachia density by D. melanogaster. The wDm-transinfected D. simulans lines are unidirectionally incompatible with strains infected by the non-CI expressor Wolbachia strains wKi, wMau, or wAu, and they are bidirectionally incompatible with strains infected by the CI-expressor Wolbachia strains wHa or wNo. However, wDm-infected males do not induce CI toward females infected by the CI-expressor strain wRi, which is found in D. simulans continental populations, while wRi-infected males induce partial CI toward wDm-infected females. This peculiar asymmetrical pattern could reflect an ongoing divergence between the CI mechanisms of wRi and wDm. It would also confirm other results indicating that the factor responsible for CI induction in males is distinct from the factor responsible for CI rescue in females.",1998,"D Poinsot, K Bourtzis, G Markakis, C Savakis, H Merçot"
Wolbachia-mediated protection of Drosophila melanogaster against systemic infection with its natural viral pathogen Drosophila C virus does not involve changes in levels of highly abundant miRNAs,29676724,10.1099/jgv.0.001064,"The presence of Wolbachia confers virus protection to insects. The molecular mechanism underlying Wolbachia-mediated protection in this tripartite host-endosymbiont-virus interaction is not yet fully understood. In the bipartite association between Drosophila melanogaster and Drosophila C virus (DCV), changes in the expression of microRNAs (miRNAs) influence the outcome of viral pathogenesis. Here we examined whether changes in miRNA expression are similarly involved in the Drosophila-Wolbachia-DCV association. The levels of highly abundant miRNAs in D. melanogaster, Wolbachia-mono-infected D. melanogaster, and DCV- and Wolbachia-bi-infected D. melanogaster were quantified using RT-qPCR and compared. The results show that the abundance of the 17 tested D. melanogaster miRNAs is not affected by Wolbachia endosymbiosis or by bi-infection of Wolbachia and DCV. These results suggest that the in vivo protection conferred by Wolbachia to its native host against D. melanogaster's natural pathogen DCV is not likely to be dependent on or associated with changes in the levels of highly expressed miRNAs.",2018,"Verna Monsanto-Hearne, Karyn N Johnson"
