Photoreceptor structures. II. Drosophila melanogaster,13428960,10.1002/jez.1401340210,No abstract available,1957,"J J WOLKEN, A D MELLON, G CONTIS, J J WOLKEN, A D MELLON, G CONTIS"
[The ribonucleic acid content of different genotypes of Drosophila melanogaster],13127863,10.1007/BF02165825,No abstract available,1953,"N ALTORFER, N ALTORFER"
[Experiments on the effect of reproductive function on the longevity in Drosophila melanogaster],13173705,,No abstract available,1953,"S BILEWICZ, S BILEWICZ"
The Interaction of a Minute Mutation with a Sex-linked Lethal of Drosophila Melanogaster,16589031,10.1073/pnas.37.12.802,No abstract available,1951,"D J McDonald, D J McDonald"
Cytochemical studies on the embryonic development of Drosophila melanogaster; alkaline and acid phosphatases,24537673,,No abstract available,1950,"T YAO, T YAO"
The distribution of sex genes in Drosophila melanogaster,21066143,,No abstract available,1946,"J W GOWEN, J W GOWEN"
X-Ray Induced Chromosomal Alterations in Drosophila Melanogaster,17246905,,No abstract available,1938,"H Bauer, M Demerec, B P Kaufmann, H Bauer, M Demerec, B P Kaufmann"
THE EFFECTS OF X-RAYS IN PRODUCING MUTATIONS IN THE SOMATIC CELLS OF DROSOPHILA MELANOGASTER,17833517,10.1126/science.68.1750.41,No abstract available,1928,"J T Patterson, J T Patterson"
The Mutants of the Extreme Left End of the Second Chromosome of DROSOPHILA MELANOGASTER,17246469,,No abstract available,1926,"C Stern, C B Bridges, C Stern, C B Bridges"
Drosophila as a Model Organism,29951811,10.1007/978-981-13-0529-0_1,"Drosophila melanogaster has been widely used in classical and modern genetics for more than 100 years. The history of the Drosophila model in the study of various aspects of life sciences will be summarized in this chapter. Furthermore, commonly used techniques and tools with Drosophila models will be briefly described, with a special emphasis on the advantages of Drosophila models in the study of various human diseases.",2018,"Masamitsu Yamaguchi, Hideki Yoshida, Masamitsu Yamaguchi, Hideki Yoshida"
Genetics of Drosophila subobscura populations. VIII. Allozyme loci and their chromosome maps,112146,10.1093/oxfordjournals.jhered.a109181,"Genetic information on 25 enzyme polymorphisms in Drosophila subobscura, the location of corresponding genes, and cytological and genetic maps of the chromosomes are presented, as well as photographic maps of the salivary gland chromosomes in the third instar larva and white-case early pupal stages. Biochemical markers were used to establish chromosomal homologies among D. subobscura, D. pseudoobscura, D. melanogaster, and D. willistoni.",1979,"M Loukas, C B Krimbas, P Mavragani-Tsipidou, C D Kastritsis, M Loukas, C B Krimbas, P Mavragani-Tsipidou, C D Kastritsis"
"How cells kill a ""killer"" messenger",27120800,10.7554/eLife.16076,"Establishing a link between the nonsense-mediated decay pathway and a gene associated with programmed cell death could explain why this pathway is essential in most, but not all, eukaryotes.",2016,"Cosmin Saveanu, Alain Jacquier, Cosmin Saveanu, Alain Jacquier"
Centrobin is essential for C-tubule assembly and flagellum development in Drosophila melanogaster spermatogenesis,29712734,10.1083/jcb.201801032,"Centrobin homologues identified in different species localize on daughter centrioles. In Drosophila melanogaster sensory neurons, Centrobin (referred to as CNB in Drosophila) inhibits basal body function. These data open the question of CNB's role in spermatocytes, where daughter and mother centrioles become basal bodies. In this study, we report that in these cells, CNB localizes equally to mother and daughter centrioles and is essential for C-tubules to attain the right position and remain attached to B-tubules as well as for centrioles to grow in length. CNB appears to be dispensable for meiosis, but flagellum development is severely compromised in Cnb mutant males. Remarkably, three N-terminal POLO phosphorylation sites that are critical for CNB function in neuroblasts are dispensable for spermatogenesis. Our results underpin the multifunctional nature of CNB that plays different roles in different cell types in Drosophila, and they identify CNB as an essential component for C-tubule assembly and flagellum development in Drosophila spermatogenesis.",2018,"Jose Reina, Marco Gottardo, Maria G Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, Jose Reina, Marco Gottardo, Maria G Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez"
