"[Analysis of DNA interband regions 3A5/A6, 3C5-6/c7 and 60E8-9/E10 of Drosophila melanogaster polytene chromosomes]",11771302,,"Using electron microscopic (EM) data on the formation of a novel band from the P-element material after its insertion in the interband and the procedure of P-target rescue, DNA interband regions 3A5/A6, and 60E8-9/E10 of Drosophila melanogaster polytene chromosomes were cloned and sequenced. EM analysis of the 3C region have shown that the formation of the full-size 3C5-6/C7 interband requires a 880-bp DNA sequences removed by deletion Df(1)faswb. A comparison of DNA sequences of six bands, two of which were obtained in the present work and four were described earlier, demonstrated the uniqueness of each of them in the Drosophila genome and heterogeneity of their molecular organization. Interband 60E8-9/E10 contains gene rpl19 transcribed throughout the development, in particular in salivary glands. In the other interbands examined 5' and 3' nontranslated gene regions are located. These results suggest that Drosophila interbands may contain both housekeeping genes and regulatory sequences of currently inactive genes from adjacent bands.",2001,"S A Demakov, A A Gorchakov, Iu B Shvarts, V F Semeshin, I F Zhimulev, S A Demakov, A A Gorchakov, Iu B Shvarts, V F Semeshin, I F Zhimulev"
Role of trehalose phosphate synthase in anoxia tolerance and development in Drosophila melanogaster,11719513,10.1074/jbc.M109479200,"Recent studies have shown that trehalose plays a protective role in yeast in a variety of stresses, including heat, freezing and thawing, dehydration, hyperosmotic shock, and oxidant injury. Because (a) heat shock and anoxia share mechanisms that allow organisms to survive, (b) Drosophila melanogaster is tolerant to anoxia, and (c) trehalose is present in flies and is metabolically active, we asked whether trehalose can protect against anoxic stress. Here we report on a new role of trehalose in anoxia resistance in Drosophila. We first cloned the gene trehalose-6-phosphate synthase (tps1), which synthesizes trehalose, and examined the effect of tps1 overexpression as well as mutation on the resistance of Drosophila to anoxia. Upon induction of tps1, trehalose increased, and this was associated with increased tolerance to anoxia. Furthermore, in vitro experiments showed that trehalose reduced protein aggregation caused by anoxia. Homozygous tps1 mutant (P-element insertion into the third intron of the gene) leads to lethality at an early larval stage, and excision of the P-element rescues totally the phenotype. We conclude that trehalose contributes to anoxia tolerance in flies; this protection is likely to be due to a reduction of protein aggregation.",2002,"Qiaofang Chen, Enbo Ma, Kevin L Behar, Tian Xu, Gabriel G Haddad, Qiaofang Chen, Enbo Ma, Kevin L Behar, Tian Xu, Gabriel G Haddad"
Localization in the nervous system of Drosophila melanogaster of a C-terminus anti-peptide antibody to a cloned Drosophila muscarinic acetylcholine receptor,7550280,10.1111/j.1365-2826.1995.tb00768.x,"Localization in the nervous system of Drosophila melanogaster of a cloned Drosophila muscarinic acetylcholine receptor (mAChR) was investigated using a polyclonal antiserum raised against a peptide corresponding to the predicted receptor carboxyl terminal domain. Immunocytochemical studies on fly sections indicated that the product of the Dm1 mAChR gene was localized in the antennal lobes and in other regions of the brain and thoracic nervous system. Intense staining in the glomeruli of the antennal lobes, the region of the nervous system containing terminals of antennal olfactory sensory neurones and mechanosensory neurones, indicates possible roles for this mAChR gene product in the processing of olfactory and mechanosensory signals in the fly. The staining of a discrete group of neurosecretory cells in the pars intercerebralis of the brain indicates a possible new role for this mAChR in the regulation of neurosecretion. Very little staining is detected in the thoracic nervous system.",1995,"J B Harrison, H H Chen, A D Blake, N S Huskisson, P Barker, D B Sattelle, J B Harrison, H H Chen, A D Blake, N S Huskisson, P Barker, D B Sattelle"
"The alpha-amylase gene in Drosophila melanogaster: nucleotide sequence, gene structure and expression motifs",3024105,10.1093/nar/14.21.8399,"We present the complete nucleotide sequence of a Drosophila alpha-amylase gene and its flanking regions, as determined by cDNA and genomic sequence analysis. This gene, unlike its mammalian counterparts, contains no introns. Nevertheless the insect and mammalian genes share extensive nucleotide similarity and the insect protein contains the four amino acid sequence blocks common to all alpha-amylases. In Drosophila melanogaster, there are two closely-linked copies of the alpha-amylase gene and they are divergently transcribed. In the 5'-regions of the two gene-copies we find high sequence divergence, yet the typical eukaryotic gene expression motifs have been maintained. The 5'-terminus of the alpha-amylase mRNA, as determined by primer extension analysis, maps to a characteristic Drosophila sequence motif. Additional conserved elements upstream of both genes may also be involved in amylase gene expression which is known to be under complex controls that include glucose repression.",1986,"P H Boer, D A Hickey, P H Boer, D A Hickey"
Modification of radiation-induced genetic damage in Drosophila melanogaster male germ cells with nucleic acid precursors. 3. Effects on the premeiotic cells,4210326,10.1016/0027-5107(74)90007-4,No abstract available,1974,"R Rajaraman, O P Kamra, R Rajaraman, O P Kamra"
Modification of radiation-induced genetic damage in the male germ cells of Drosophila melanogaster with pyrimidine nucleosides and their halogenated analogues: effects on the F 1 generation,4631742,10.1016/0027-5107(73)90011-0,No abstract available,1973,"R Rajaraman, O P Kamra, R Rajaraman, O P Kamra"
[Production of recessive sex-linked lethal factors in Drosophila melanogaster by fast 30-MeV-electrons and 180-keV-roentgen rays],13452367,,No abstract available,1957,"A J SHENFIELD, A J SHENFIELD"
The Effect of Pretreatment with Infra-Red Radiation on the X-ray Induced Sex-Linked Recessive Lethal and Visible Mutation Rate in Drosophila Melanogaster,16589294,10.1073/pnas.39.6.488,No abstract available,1953,"W J Young, H T Yost, P T Ives, R P Levine, W J Young, H T Yost, P T Ives, R P Levine"
Receptor Tyrosine Kinases in Development: Insights from Drosophila,31888080,10.3390/ijms21010188,"Cell-to-cell communication mediates a plethora of cellular decisions and behaviors that are crucial for the correct and robust development of multicellular organisms. Many of these signals are encoded in secreted hormones or growth factors that bind to and activate cell surface receptors, to transmit the cue intracellularly. One of the major superfamilies of cell surface receptors are the receptor tyrosine kinases (RTKs). For nearly half a century RTKs have been the focus of intensive study due to their ability to alter fundamental aspects of cell biology, such as cell proliferation, growth, and shape, and because of their central importance in diseases such as cancer. Studies in model organisms such a Drosophila melanogaster have proved invaluable for identifying new conserved RTK pathway components, delineating their contributions, and for the discovery of conserved mechanisms that control RTK-signaling events. Here we provide a brief overview of the RTK superfamily and the general mechanisms used in their regulation. We further highlight the functions of several RTKs that govern distinct cell-fate decisions in Drosophila and explore how their activities are developmentally controlled.",2019,"Sarah Mele, Travis K Johnson, Sarah Mele, Travis K Johnson"
BK Ca ( Slo) Channel Regulates Mitochondrial Function and Lifespan in Drosophila melanogaster,31438578,10.3390/cells8090945,"BKCa channels, originally discovered in Drosophila melanogaster as slowpoke (slo), are recognized for their roles in cellular and organ physiology. Pharmacological approaches implicated BKCa channels in cellular and organ protection possibly for their ability to modulate mitochondrial function. However, the direct role of BKCa channels in regulating mitochondrial structure and function is not deciphered. Here, we demonstrate that BKCa channels are present in fly mitochondria, and slo mutants show structural and functional defects in mitochondria. slo mutants display an increase in reactive oxygen species and the modulation of ROS affected their survival. We also found that the absence of BKCa channels reduced the lifespan of Drosophila, and overexpression of human BKCa channels in flies extends life span in males. Our study establishes the presence of BKCa channels in mitochondria of Drosophila and ascertains its novel physiological role in regulating mitochondrial structural and functional integrity, and lifespan.",2019,"Shubha Gururaja Rao, Piotr Bednarczyk, Atif Towheed, Kajol Shah, Priyanka Karekar, Devasena Ponnalagu, Haley N Jensen, Sankar Addya, Beverly A S Reyes, Elisabeth J Van Bockstaele, Adam Szewczyk, Douglas C Wallace, Harpreet Singh, Shubha Gururaja Rao, Piotr Bednarczyk, Atif Towheed, Kajol Shah, Priyanka Karekar, Devasena Ponnalagu, Haley N Jensen, Sankar Addya, Beverly A S Reyes, Elisabeth J Van Bockstaele, Adam Szewczyk, Douglas C Wallace, Harpreet Singh"
