Nuclear chromosome dynamics in the Drosophila male germ line contribute to the nonrandom genomic distribution of retrogenes,22427708,10.1093/molbev/mss096,"The origin of RNA-based gene duplicates, that is, retrogenes, involves the reverse transcription of an mRNA derived from a parental gene to generate a cDNA copy, its insertion elsewhere in the genome, and the recruitment of regulatory sequences. Drosophila retrogenes are preferentially expressed in testis and a higher than expected number transpose to autosomal locations from the X chromosome. However, the influence of genomic context on the insertion preference of retrogenes remains poorly understood. We find that the distribution of retrogenes in the Drosophila melanogaster genome can be explained by an insertion bias toward chromosome domains containing testis-biased genes that are located at the nuclear periphery in somatic cells, but at inner positions in the male germ line. The lower fraction of these chromosome domains accessible in the male germ line on the X chromosome as compared with the autosomes also contributes to the scarcity of retrogenes on the X chromosome.",2012,"Carlos DÃ­az-Castillo, JosÃ© M Ranz, Carlos DÃ­az-Castillo, JosÃ© M Ranz"
Expression of Ixodes scapularis antifreeze glycoprotein enhances cold tolerance in Drosophila melanogaster,22428051,10.1371/journal.pone.0033447,"Drosophila melanogaster experience cold shock injury and die when exposed to low non-freezing temperatures. In this study, we generated transgenic D. melanogaster that express putative Ixodes scapularis antifreeze glycoprotein (IAFGP) and show that the presence of IAFGP increases the ability of flies to survive in the cold. Male and female adult iafgp-expressing D. melanogaster exhibited higher survival rates compared with controls when placed at non-freezing temperatures. Increased hatching rates were evident in embryos expressing IAFGP when exposed to the cold. The TUNEL assay showed that flight muscles from iafgp-expressing female adult flies exhibited less apoptotic damage upon exposure to non-freezing temperatures in comparison to control flies. Collectively, these data suggest that expression of iafgp increases cold tolerance in flies by preventing apoptosis. This study defines a molecular basis for the role of an antifreeze protein in cryoprotection of flies.",2012,"Girish Neelakanta, Andrew M Hudson, Hameeda Sultana, Lynn Cooley, Erol Fikrig"
Chronic malnutrition favours smaller critical size for metamorphosis initiation in Drosophila melanogaster,22122120,10.1111/j.1420-9101.2011.02419.x,"Critical size at which metamorphosis is initiated represents an important checkpoint in insect development. Here, we use experimental evolution in Drosophila melanogaster to test the long-standing hypothesis that larval malnutrition should favour a smaller critical size. We report that six fly populations subject to 112 generations of laboratory natural selection on an extremely poor larval food evolved an 18% smaller critical size (compared to six unselected control populations). Thus, even though critical size is not plastic with respect to nutrition, smaller critical size can evolve as an adaptation to nutritional stress. We also demonstrate that this reduction in critical size (rather than differences in growth rate) mediates a trade-off in body weight that the selected populations experience on standard food, on which they show a 15-17% smaller adult body weight. This illustrates how developmental mechanisms that control life history may shape constraints and trade-offs in life history evolution.",2012,"R K Vijendravarma, S Narasimha, T J Kawecki, R K Vijendravarma, S Narasimha, T J Kawecki"
The propensity for consuming ethanol in Drosophila requires rutabaga adenylyl cyclase expression within mushroom body neurons,22624869,10.1111/j.1601-183X.2012.00810.x,"Alcohol activates reward systems through an unknown mechanism, in some cases leading to alcohol abuse and dependence. Herein, we utilized a two-choice Capillary Feeder assay to address the neural and molecular basis for ethanol self-administration in Drosophila melanogaster. Wild-type Drosophila shows a significant preference for food containing between 5% and 15% ethanol. Preferred ethanol self-administration does not appear to be due to caloric advantage, nor due to perceptual biases, suggesting a hedonic bias for ethanol exists in Drosophila. Interestingly, rutabaga adenylyl cyclase expression within intrinsic mushroom body neurons is necessary for robust ethanol self-administration. The expression of rutabaga in mushroom bodies is also required for both appetitive and aversive olfactory associative memories, suggesting that reinforced behavior has an important role in the ethanol self-administration in Drosophila. However, rutabaga expression is required more broadly within the mushroom bodies for the preference for ethanol-containing food than for olfactory memories reinforced by sugar reward. Together these data implicate cAMP signaling and behavioral reinforcement for preferred ethanol self-administration in D. melanogaster.",2012,"S Xu, T Chan, V Shah, S Zhang, S D Pletcher, G Roman, S Xu, T Chan, V Shah, S Zhang, S D Pletcher, G Roman"
Hyperthermic overdrive: oxygen delivery does not limit thermal tolerance in Drosophila melanogaster,23438104,10.1673/031.012.10901,"The causes of thermal tolerance limits in animals are controversial. In many aquatic species, it is thought that the inability to deliver sufficient oxygen at high temperatures is more critical than impairment of molecular functions of the mitochondria. However, terrestrial insects utilize a tracheal system, and the concept of a mismatch between metabolic demand and circulatory performance might not apply to them. Using thermo-limit respirometry, it has been shown earlier in Drosophila melanogaster that CO(2) release rates at temperatures above the upper thermal limit (CT(max)) exceed the rate at CT(max). The nature of this post-CT(max), or ""post-mortal"" peak, is unknown. Either its source is increased aerobic mitochondrial respiration (hyperthermic overdrive), or an anaerobic process such as liberation of stored CO(2) from the hemolymph. The post-mortal peak of CO(2) release was found to be oxygen dependent. As the rate of CO(2) emission is a conservative indicator of rate of O(2) consumption, aerobic flux at the thermal limit is submaximal, which contradicts the theory that oxygen availability limits metabolic activity at high temperatures in insects. Consequently, the tracheal system should be capable of delivering sufficient oxygen for aerobic activity of the mitochondria at and above Ct(max).",2012,"Andreas B MÃ¶lich, Thomas D FÃ¶rster, John R B Lighton, Andreas B MÃ¶lich, Thomas D FÃ¶rster, John R B Lighton"
"Combined effects of two mild stresses (cold and hypergravity) on longevity, behavioral aging, and resistance to severe stresses in Drosophila melanogaster",22391643,10.1007/s10522-012-9377-4,"Mild stresses may have positive effects on aging, longevity and resistance to severe stresses at various ages in Drosophila melanogaster. However, no study has combined two mild stresses to know whether more positive effects would be observed than with each stress alone. Cold and hypergravity (HG) have positive effects on some traits, but negative ones can also be observed, particularly in females. This study combined in the same flies cold and HG exposure. When cold and HG had each positive or negative effects their combination had additive effects but, when only one of the pretreatments had some effect, the effect of their combination usually reflected this effect. Therefore, combining two mild stresses with positive effects on aging and longevity can be more efficient than each stress alone. However, if one of these mild stresses had negative effects and the other one positive effects, the net result of their combination could be the suppression of the positive effect of the second stress. On the whole, if the net result of the combination of two mild stresses would be negative, it would be preferable not to combine them.",2012,"Eric Le Bourg, Eric Le Bourg"
Loss of the tumor suppressor Pten promotes proliferation of Drosophila melanogaster cells in vitro and gives rise to continuous cell lines,22363644,10.1371/journal.pone.0031417,"In vivo analysis of Drosophila melanogaster has enhanced our understanding of many biological processes, notably the mechanisms of heredity and development. While in vivo analysis of mutants has been a strength of the field, analyzing fly cells in culture is valuable for cell biological, biochemical and whole genome approaches in which large numbers of homogeneous cells are required. An efficient genetic method to derive Drosophila cell lines using expression of an oncogenic form of Ras (Ras(V12)) has been developed. Mutations in tumor suppressors, which are known to cause cell hyperproliferation in vivo, could provide another method for generating Drosophila cell lines. Here we screened Drosophila tumor suppressor mutations to test if they promoted cell proliferation in vitro. We generated primary cultures and determined when patches of proliferating cells first emerged. These cells emerged on average at 37 days in wild-type cultures. Using this assay we found that a Pten mutation had a strong effect. Patches of proliferating cells appeared on average at 11 days and the cultures became confluent in about 3 weeks, which is similar to the timeframe for cultures expressing Ras(V12). Three Pten mutant cell lines were generated and these have now been cultured for between 250 and 630 cell doublings suggesting the life of the mutant cells is likely to be indefinite. We conclude that the use of Pten mutants is a powerful means to derive new Drosophila cell lines.",2012,"Steven E Justiniano, Anne Mathew, Sayan Mitra, Sathiya N Manivannan, Amanda Simcox, Steven E Justiniano, Anne Mathew, Sayan Mitra, Sathiya N Manivannan, Amanda Simcox"
A versatile method for cell-specific profiling of translated mRNAs in Drosophila,22792260,10.1371/journal.pone.0040276,"In Drosophila melanogaster few methods exist to perform rapid cell-type or tissue-specific expression profiling. A translating ribosome affinity purification (TRAP) method to profile actively translated mRNAs has been developed for use in a number of multicellular organisms although it has only been implemented to examine limited sets of cell- or tissue-types in these organisms. We have adapted the TRAP method for use in the versatile GAL4/UAS system of Drosophila allowing profiling of almost any tissue/cell-type with a single genetic cross. We created transgenic strains expressing a GFP-tagged ribosomal protein, RpL10A, under the control of the UAS promoter to perform cell-type specific translatome profiling. The GFP::RpL10A fusion protein incorporates efficiently into ribosomes and polysomes. Polysome affinity purification strongly enriches mRNAs from expected genes in the targeted tissues with sufficient sensitivity to analyze expression in small cell populations. This method can be used to determine the unique translatome profiles in different cell-types under varied physiological, pharmacological and pathological conditions.",2012,"Amanda Thomas, Pei-Jung Lee, Justin E Dalton, Krystle J Nomie, Loredana Stoica, Mauro Costa-Mattioli, Peter Chang, Sergey Nuzhdin, Michelle N Arbeitman, Herman A Dierick, Amanda Thomas, Pei-Jung Lee, Justin E Dalton, Krystle J Nomie, Loredana Stoica, Mauro Costa-Mattioli, Peter Chang, Sergey Nuzhdin, Michelle N Arbeitman, Herman A Dierick"
Expression profiling of attenuated mitochondrial function identifies retrograde signals in Drosophila,22908033,10.1534/g3.112.002584,"Mitochondria are able to modulate cell state and fate during normal and pathophysiologic conditions through a nuclear-mediated mechanism collectively termed as a retrograde response. Our previous studies in Drosophila melanogaster have clearly established that progress through the cell cycle is precisely regulated by the intrinsic activity of the mitochondrion by specific signaling cascades mounted by the cell. As a means to further our understanding of how mitochondrial energy status affects nuclear control of basic cell decisions, we have employed Affymetrix microarray-based transcriptional profiling of Drosophila S2 cells knocked down for the gene encoding subunit Va of the complex IV of the mitochondrial electron transport chain. The profiling data identify transcriptional upregulation of glycolytic genes, and metabolic studies confirm this increase in glycolysis. The data provide a model of the shift of metabolism from a predominately oxidative state toward a predominately aerobic glycolytic state mediated through transcriptional control. The transcriptional changes alter many signaling systems, including p53, insulin, hypoxia-induced factor Î±, and conserved mitochondrial retrograde responses. This rich dataset provides many novel targets for further understanding the mechanism whereby the mitochondrion manages energy substrate disposition and directs cellular fate decisions.",2012,"William A Freije, Sudip Mandal, Utpal Banerjee, William A Freije, Sudip Mandal, Utpal Banerjee"
Investigating natural variation in Drosophila courtship song by the evolve and resequence approach,22466043,10.1534/genetics.112.139337,"A primary goal of population genetics is to determine the genetic basis of natural trait variation. We could significantly advance this goal by developing comprehensive genome-wide approaches to link genotype and phenotype in model organisms. Here we combine artificial selection with population-based resequencing to investigate the genetic basis of variation in the interpulse interval (IPI) of Drosophila melanogaster courtship song. We performed divergent selection on replicate populations for only 14 generations, but had considerable power to differentiate alleles that evolved due to selection from those that evolved stochastically. We identified a large number of variants that changed frequency in response to selection for this simple behavior, and they are highly underrepresented on the X chromosome. Though our power was adequate using this experimental technique, the ability to differentiate causal variants from those affected by linked selection requires further development.",2012,"Thomas L Turner, Paige M Miller, Thomas L Turner, Paige M Miller"
